number,page,click,service_id,service_name,time,duration
36,page 5,click (2373 713),,MBTA Stoughton #911 (Depot - Boston),12:50:00,00:09:00
37,page 5,click (2373 782),,MBTA Franklin #714 (Readville - Boston),13:03:00,00:15:00
38,page 5,click (2373 851),,MBTA Providence #813 (Depot - Boston),13:05:00,00:08:00
39,page 6,click (2373 506),,MBTA Providence #820 (Providence - Boston),13:09:00,01:09:00
40,page 6,click (2373 575),,MBTA Fairmount #767 (Depot - Boston),13:20:00,00:09:00
41,page 6,click (2373 644),,MBTA Providence #822 (Providence - Boston),13:54:00,01:05:00
42,page 6,click (2373 713),,MBTA Franklin #713 (Depot - Boston),14:05:00,00:08:00
43,page 6,click (2373 782),,MBTA Stoughton #912 (Stoughton - Boston),14:13:00,00:33:00
44,page 6,click (2373 851),,MBTA Franklin #716 (Readville - Boston),14:19:00,00:21:00
45,page 7,click (2373 506),,MBTA Franklin #715 (Depot - Boston),14:50:00,00:05:00
46,page 7,click (2373 575),,MBTA Providence #824 (Providence - Boston),15:03:00,01:17:00
47,page 7,click (2373 644),,MBTA Framingham #591 (Depot - Boston),15:30:00,00:09:00
48,page 7,click (2373 713),,MBTA Worcester #519 (Depot - Boston),15:40:00,00:09:00
49,page 7,click (2373 782),,MBTA Franklin #717 (Depot to Boston),15:45:00,00:06:00
50,page 7,click (2373 851),,MBTA Norwood Central #743 (Depot - Boston),15:50:00,00:10:00
51,page 8,click (2373 506),,MBTA Providence #821 (Depot - Boston),16:00:00,00:15:00
52,page 8,click (2373 575),,MBTA Providence #826 (Providence - Boston),16:03:00,01:09:00
53,page 8,click (2373 644),,MBTA Needham #617 (Depot - Boston),16:23:00,00:08:00
54,page 8,click (2373 713),,MBTA Worcester #521 (Depot - Boston),16:24:00,00:15:00
55,page 8,click (2373 782),,MBTA Franklin #745 (Depot - Boston),16:25:00,00:10:00
56,page 8,click (2373 851),,MBTA Stoughton #914 (Stoughton - Boston),16:28:00,00:36:00
57,page 9,click (2373 506),,MBTA Stoughton #917 (Depot - Boston),16:46:00,00:11:00
58,page 9,click (2373 575),,MBTA Needham #619 (Depot to Boston),16:55:00,00:05:00
59,page 9,click (2373 644),,MBTA Providence #825 (Depot - Boston),17:11:00,00:13:00
60,page 9,click (2373 713),,MBTA Providence #828 (Providence - Boston),17:18:00,01:03:00
61,page 9,click (2373 782),,MBTA Stoughton #916 (Stoughton - Boston),17:18:00,00:36:00
62,page 9,click (2373 851),,MBTA Providence #827 (Depot - Boston),17:40:00,00:17:00
63,page 10,click (2373 506),,MBTA Worcester #525 (Depot - Boston),17:46:00,00:12:00
64,page 10,click (2373 575),,MBTA Franklin #722 (Readville - Boston),17:51:00,00:23:00
65,page 10,click (2373 644),,MBTA Providence #830 (Providence - Boston),18:00:00,01:07:00
66,page 10,click (2373 713),,MBTA Stoughton #918 (Stoughton - Boston),18:14:00,00:37:00
67,page 10,click (2373 782),,MBTA Franklin #746 (Readville - Boston),18:59:00,00:16:00
68,page 10,click (2373 851),,MBTA Stoughton #920 (Stoughton Layover - Boston),19:17:00,00:41:00
69,page 11,click (2373 506),,MBTA Providence #832 (Providence - Boston),19:24:00,01:11:00
70,page 11,click (2373 575),,MBTA Stoughton #922 (Stoughton Layover - Boston),19:37:00,00:31:00
71,page 11,click (2373 644),,MBTA Franklin #726 (Readville - Boston),20:25:00,00:18:00
72,page 11,click (2373 713),,MBTA Stoughton #924 (Stoughton - Boston),20:33:00,00:33:00
73,page 11,click (2373 782),,MBTA Stoughton #925 (Depot - Boston),21:10:00,00:05:00
74,page 11,click (2373 851),,MBTA Providence #836 (Providence - Boston),21:28:00,01:11:00
75,page 12,click (2373 644),,MBTA Franklin #728 (Readville - Boston),21:43:00,00:19:00
76,page 12,click (2373 713),,MBTA Providence #838 (Providence - Boston),22:28:00,01:11:00
77,page 12,click (2373 782),,MBTA Stoughton #926 (Stoughton - Boston),22:33:00,00:36:00
78,page 12,click (2373 851),,MBTA Franklin #730 (Readville - Boston),23:07:00,00:16:00
