number,page,click,service_id,service_name,time,duration
45,page 7,click (2373 506),6238,6238 Montclair State University - NY Penn Station,14:17:00,00:31:00
46,page 7,click (2373 575),6650,6650 Dover - NY Penn Station,14:37:00,01:33:00
47,page 7,click (2373 644),3248,3248 NY Penn Station - Sunnyside Yard,14:48:00,00:26:00
48,page 7,click (2373 713),3753,3753 Sunnyside Yard - NY Penn Station,14:48:00,00:14:00
49,page 7,click (2373 782),6639,6639 Sunnyside Yard - NY Penn Station,14:50:00,00:13:00
50,page 7,click (2373 851),6251,6251 NY Penn Station - Montclair State University,14:51:00,00:19:00
51,page 8,click (2373 506),6654,6654 Dover - NY Penn Station,15:14:00,01:33:00
52,page 8,click (2373 575),6242,6242 Montclair State University - NY Penn Station,15:15:00,00:30:00
53,page 8,click (2373 644),6639,6639 NY Penn Station - Dover,15:25:00,01:25:00
54,page 8,click (2373 713),3255,3255 Sunnyside Yard - NY Penn Station,15:27:00,00:13:00
55,page 8,click (2373 782),3721,3721 Sunnyside Yard - NY Penn Station,15:37:00,00:12:00
56,page 8,click (2373 851),6656,6656 Dover - NY Penn Station,15:41:00,01:23:00
57,page 9,click (2373 506),6658,6658 Dover - NY Penn Station,15:59:00,01:25:00
58,page 9,click (2373 575),6647,6647 NY Penn Station - Summit,16:07:00,00:49:00
59,page 9,click (2373 644),246,246 Montclair State University - Hoboken,16:34:00,00:17:00
60,page 9,click (2373 713),3951,3951 Sunnyside Yard - NY Penn Station,16:39:00,00:12:00
61,page 9,click (2373 782),X640,X640 Summit - NY Penn Station,16:43:00,00:38:00
62,page 9,click (2373 851),6248,6248 Montclair State University - NY Penn Station,16:44:00,00:25:00
63,page 10,click (2373 506),6662,6662 Dover - NY Penn Station,16:45:00,01:23:00
64,page 10,click (2373 575),6643,6643 NY Penn Station - Dover,16:45:00,01:22:00
65,page 10,click (2373 644),6263,6263 NY Penn Station - Montclair State University,16:52:00,00:16:00
66,page 10,click (2373 713),6651,6651 Sunnyside Yard - NY Penn Station,17:08:00,00:16:00
67,page 10,click (2373 782),6647,6647 NY Penn Station - Dover,17:14:00,01:24:00
68,page 10,click (2373 851),6651,6651 NY Penn Station - Dover,17:43:00,01:26:00
69,page 11,click (2373 506),X632,X632 Summit - NY Penn Station,17:45:00,00:41:00
70,page 11,click (2373 575),6666,6666 Dover - NY Penn Station,17:48:00,01:25:00
71,page 11,click (2373 644),3961,3961 Sunnyside Yard - NY Penn Station,18:01:00,00:15:00
72,page 11,click (2373 713),6355,6355 NY Penn Station - Summit,18:18:00,00:54:00
73,page 11,click (2373 782),6258,6258 Montclair State University - NY Penn Station,18:33:00,00:28:00
74,page 11,click (2373 851),3866/6663,3866/6663 NY Penn Station - NY Penn Station,18:41:00,00:36:00
75,page 12,click (2373 506),6659,6659 NY Penn Station - Dover,18:47:00,01:26:00
76,page 12,click (2373 575),6363,6363 NY Penn Station - Summit,19:18:00,00:48:00
77,page 12,click (2373 644),6663,6663 NY Penn Station - Dover,19:25:00,01:18:00
78,page 12,click (2373 713),6653,6653 Dover Yard Move,19:25:00,00:02:00
79,page 12,click (2373 782),6291,6291 NY Penn Station - Montclair State University,19:37:00,00:18:00
80,page 12,click (2373 851),3512,3512 NY Penn Station - Sunnyside Yard,19:42:00,00:26:00
81,page 13,click (2373 368),6033,6033 Dover Yard Move,19:25:00,00:02:00
82,page 13,click (2373 575),6264,6264 Montclair State University - NY Penn Station,19:49:00,00:26:00
83,page 13,click (2373 644),X636,X636 Summit - NY Penn Station,19:58:00,00:40:00
84,page 13,click (2373 713),6674,6674 Dover - NY Penn Station,20:27:00,01:26:00
85,page 13,click (2373 782),3872,3872 NY Penn Station - Sunnyside Yard,20:31:00,00:25:00
86,page 13,click (2373 851),6270,6270 Montclair State University - NY Penn Station,20:33:00,00:26:00
87,page 13,click (2373 920),6293,6293 NY Penn Station - Montclair State University,20:34:00,00:19:00
88,page 14,click (2373 575),6671,6671 NY Penn Station - Dover,20:51:00,01:34:00
89,page 14,click (2373 644),6270,6270 NY Penn Station - Sunnyside Yard,21:17:00,00:26:00
90,page 14,click (2373 713),3891,3891 Sunnyside Yard - NY Penn Station,21:30:00,00:12:00
91,page 14,click (2373 782),6274,6274 Montclair State University - NY Penn Station,21:38:00,00:26:00
92,page 14,click (2373 851),,,21:39:00,00:03:00
93,page 14,click (2373 920),6675,6675 NY Penn Station - Dover,21:51:00,01:33:00
94,page 15,click (2373 575),3293,3293 Sunnyside Yard - NY Penn Station,22:00:00,00:12:00
95,page 15,click (2373 644),6674,6674 NY Penn Station - Sunnyside Yard,22:11:00,00:25:00
96,page 15,click (2373 713),6278,6278 Montclair State University - NY Penn Station,22:50:00,00:25:00
97,page 15,click (2373 782),6683,6683 NY Penn Station - Dover,23:53:00,01:37:00
98,page 15,click (2373 851),XT37,XT37 Hoboken Yard Move,00:04:00,00:05:00
99,page 15,click (2373 920),6601,6601 Sunnyside Yard - NY Penn Station,00:24:00,00:13:00
100,page 16,click (2373 782),6201,6201 NY Penn Station - Montclair State University,00:34:00,00:18:00
101,page 16,click (2373 851),6679,6679 Dover Yard Move,00:36:00,00:02:00
