number,page,click,service_id,service_name,time,duration
56,page 8,click (1391 1376),,MBTA Providence #827 (Boston - Providence),18:08:00,01:00:00
57,page 9,click (1391 1011),,MBTA Franklin #723 (Boston - Readville),18:18:00,00:20:00
58,page 9,click (1391 1084),,MBTA Stoughton #921 (Boston - Stoughton),18:26:00,00:45:00
59,page 9,click (1391 1157),,MBTA Providence #829 (Boston - Providence),18:48:00,01:11:00
60,page 9,click (1391 1230),,MBTA Stoughton #923 (Boston - Stoughton),19:18:00,00:42:00
61,page 9,click (1391 1303),,MBTA Providence #831 (Boston - Providence),19:28:00,01:07:00
62,page 9,click (1391 1376),,MBTA Providence #830 (Overnight Storage),19:36:00,00:09:00
63,page 10,click (1391 1011),,MBTA Franklin #746 (Mid-Day Storage),19:39:00,00:05:00
64,page 10,click (1391 1084),,MBTA Franklin #725 (Boston - Readville),19:43:00,00:20:00
65,page 10,click (1391 1157),,MBTA Fairmount #780 (Overnight Storage),20:05:00,00:09:00
66,page 10,click (1391 1230),,MBTA Providence #833 (Boston - Providence),20:28:00,01:14:00
67,page 10,click (1391 1303),,MBTA Needham #626 (Overnight Storage),20:45:00,00:09:00
68,page 10,click (1391 1376),,MBTA Franklin #727 (Boston - Readville),20:58:00,00:21:00
69,page 11,click (1391 1011),,MBTA Stoughton #924 (Overnight Storage),21:28:00,00:09:00
70,page 11,click (1391 1084),,MBTA Stoughton #925 (Boston - Stoughton),21:38:00,00:39:00
71,page 11,click (1391 1157),,MBTA Providence #835 (Boston - Providence),21:59:00,01:12:00
72,page 11,click (1391 1230),,MBTA Needham #628 (Boston - Depot),22:36:00,00:09:00
73,page 11,click (1391 1303),,MBTA Stoughton #927 (Boston - Stoughton),22:38:00,00:39:00
74,page 11,click (1391 1376),,MBTA Franklin #729 (Boston - Readville),22:45:00,00:23:00
75,page 12,click (1391 1230),,MBTA Providence #836 (Overnight Storage),23:03:00,00:08:00
76,page 12,click (1391 1303),,MBTA Providence #838 (Overnight Storage),23:44:00,00:08:00
77,page 12,click (1391 1376),,MBTA Franklin #730 (Overnight Storage),23:48:00,00:08:00
