number,page,click,service_id,service_name,time,duration
38,page 5,click (2411 854),210-1,210-1 Stonebridge Park - Elephant & Castle,06:34:00,00:46:00
39,page 6,click (2411 509),237D-1,237D-1 London Road Depot to Queen's Park,06:35:00,00:34:00
40,page 6,click (2411 578),245-3,245-3 Harrow & Wealdstone to Elephant & Castle,06:37:00,00:55:00
41,page 6,click (2411 647),226D-2,226D-2 Queen's Park to Elephant & Castle,06:37:00,00:31:00
42,page 6,click (2411 716),227-1,227-1 Queen's Park South Shed - Queen's Park North Shed,06:40:00,00:03:00
43,page 6,click (2411 785),221D-4,221D-4 Elephant & Castle - Harrow & Wealdstone,06:40:00,00:54:00
44,page 6,click (2411 854),211-1,211-1 Stonebridge Park - Elephant & Castle,06:41:00,00:45:00
45,page 7,click (2411 509),240,240 London Road Depot to Queen's Park,06:43:00,00:31:00
46,page 7,click (2411 578),203-2,203-2 Elephant & Castle - Harrow & Wealdstone,06:47:00,00:56:00
47,page 7,click (2411 647),206D-2,206D-2 Kilburn High Road - Stonebridge Park,06:47:00,00:11:00
48,page 7,click (2411 716),241-1,241-1 London Road Depot to Queen's Park,06:49:00,00:31:00
49,page 7,click (2411 785),231-4,231-4 Harrow & Wealdstone to Elephant & Castle,06:51:00,00:52:00
50,page 7,click (2411 854),204-2,204-2 Elephant & Castle to Queen's Park,06:53:00,00:32:00
51,page 8,click (2411 509),227-2,227-2 Queen's Park to Elephant & Castle,06:53:00,00:30:00
52,page 8,click (2411 578),242D-1,242D-1 London Road Depot - Harrow & Wealdstone,06:55:00,00:57:00
53,page 8,click (2411 647),212-1,212-1 Stonebridge Park - Elephant & Castle,06:56:00,00:45:00
54,page 8,click (2411 716),225-4,225-4 Elephant & Castle to Queen's Park,06:58:00,00:31:00
55,page 8,click (2411 785),235-2,235-2 Queen's Park to Elephant & Castle,06:59:00,00:30:00
56,page 8,click (2411 854),222-3,222-3 Elephant & Castle - Stonebridge Park,07:01:00,00:44:00
57,page 9,click (2411 509),233-4,233-4 Harrow & Wealdstone to Elephant & Castle,07:05:00,00:54:00
58,page 9,click (2411 578),223-5,223-5 Queen's Park to Elephant & Castle,07:05:00,00:30:00
59,page 9,click (2411 647),232-5,232-5 Elephant & Castle to Queen's Park,07:05:00,00:30:00
60,page 9,click (2411 716),243-1,243-1 London Road Depot to Queen's Park,07:07:00,00:32:00
61,page 9,click (2411 785),206D-3,206D-3 Stonebridge Park - Elephant & Castle,07:07:00,00:42:00
62,page 9,click (2411 854),201D-5,201D-5 Queen's Park to Elephant & Castle,07:08:00,00:30:00
63,page 10,click (2411 509),205-2,205-2 Elephant & Castle - Harrow & Wealdstone,07:10:00,00:55:00
64,page 10,click (2411 578),226D-3,226D-3 Elephant & Castle to Queen's Park,07:13:00,00:31:00
65,page 10,click (2411 647),237D-2,237D-2 Queen's Park to Elephant & Castle,07:16:00,00:31:00
66,page 10,click (2411 716),207-2,207-2 Elephant & Castle - Harrow & Wealdstone,07:17:00,00:56:00
67,page 10,click (2411 785),234-4,234-4 Stonebridge Park - Elephant & Castle,07:18:00,00:45:00
68,page 10,click (2411 854),202D-3,202D-3 Harrow & Wealdstone to Elephant & Castle,07:19:00,00:53:00
69,page 11,click (2411 509),224D-3,224D-3 Elephant & Castle to Queen's Park,07:20:00,00:30:00
70,page 11,click (2411 578),240-2,240-2 Queen's Park to Elephant & Castle,07:22:00,00:30:00
71,page 11,click (2411 647),210-2,210-2 Elephant & Castle to Queen's Park,07:23:00,00:30:00
72,page 11,click (2411 716),236-2,236-2 Harrow & Wealdstone to Elephant & Castle,07:25:00,00:53:00
73,page 11,click (2411 785),241-2,241-2 Queen's Park to Elephant & Castle,07:25:00,00:30:00
74,page 11,click (2411 854),227-3,227-3 Elephant & Castle - Harrow & Wealdstone,07:26:00,00:56:00
75,page 12,click (2411 509),211-2,211-2 Elephant & Castle to Queen's Park,07:29:00,00:30:00
76,page 12,click (2411 578),204-3,204-3 Queen's Park to Elephant & Castle,07:30:00,00:30:00
77,page 12,click (2411 647),235-3,235-3 Elephant & Castle - Stonebridge Park,07:32:00,00:41:00
78,page 12,click (2411 716),245-4,245-4 Elephant & Castle to Queen's Park,07:35:00,00:30:00
79,page 12,click (2411 785),213-1,213-1 Stonebridge Park - Elephant & Castle,07:36:00,00:47:00
80,page 12,click (2411 854),225-5,225-5 Queen's Park to Elephant & Castle,07:36:00,00:30:00
81,page 13,click (2411 578),223-6,223-6 Elephant & Castle to Queen's Park,07:38:00,00:30:00
82,page 13,click (2411 647),221D-5,221D-5 Harrow & Wealdstone to Elephant & Castle,07:38:00,00:54:00
83,page 13,click (2411 716),232-6,232-6 Queen's Park to Elephant & Castle,07:39:00,00:30:00
84,page 13,click (2411 785),201D-6,201D-6 Elephant & Castle - Harrow & Wealdstone,07:41:00,00:54:00
85,page 13,click (2411 854),212-2,212-2 Elephant & Castle - Stonebridge Park,07:44:00,00:43:00
86,page 13,click (2411 923),243-2,243-2 Queen's Park to Elephant & Castle,07:45:00,00:30:00
87,page 14,click (2411 578),231-5,231-5 Elephant & Castle to Queen's Park,07:46:00,00:30:00
88,page 14,click (2411 647),203-3,203-3 Harrow & Wealdstone to Elephant & Castle,07:49:00,00:54:00
89,page 14,click (2411 716),237D-3,237D-3 Elephant & Castle - Harrow & Wealdstone,07:49:00,00:53:00
90,page 14,click (2411 785),226D-4,226D-4 Queen's Park to Elephant & Castle,07:50:00,00:30:00
91,page 14,click (2411 854),222-4,222-4 Stonebridge Park - Elephant & Castle,07:51:00,00:46:00
92,page 14,click (2411 923),206D-4,206D-4 Elephant & Castle to Queen's Park,07:52:00,00:30:00
93,page 15,click (2411 578),242D-2,242D-2 Harrow & Wealdstone to Elephant & Castle,07:55:00,00:53:00
94,page 15,click (2411 647),240-3,240-3 Elephant & Castle to Queen's Park,07:55:00,00:30:00
95,page 15,click (2411 716),224D-4,224D-4 Queen's Park to Elephant & Castle,07:55:00,00:30:00
96,page 15,click (2411 785),241-3,241-3 Elephant & Castle - Stonebridge Park,07:58:00,00:43:00
97,page 15,click (2411 854),210-3,210-3 Queen's Park to Elephant & Castle,07:58:00,00:30:00
98,page 15,click (2411 923),233-5,233-5 Elephant & Castle to Queen's Park,08:00:00,00:30:00
99,page 16,click (2411 578),204-4,204-4 Elephant & Castle - Harrow & Wealdstone,08:03:00,00:53:00
100,page 16,click (2411 647),211-3,211-3 Queen's Park to Elephant & Castle,08:03:00,00:30:00
101,page 16,click (2411 716),234-5,234-5 Elephant & Castle to Queen's Park,08:05:00,00:31:00
102,page 16,click (2411 785),214-1,214-1 Stonebridge Park - Elephant & Castle,08:06:00,00:47:00
103,page 16,click (2411 854),205-3,205-3 Harrow & Wealdstone to Elephant & Castle,08:08:00,00:53:00
104,page 16,click (2411 923),225-6,225-6 Elephant & Castle to Queen's Park,08:08:00,00:31:00
105,page 17,click (2411 578),245-5,245-5 Queen's Park to Elephant & Castle,08:09:00,00:30:00
106,page 17,click (2411 647),232-7,232-7 Elephant & Castle - Stonebridge Park,08:11:00,00:42:00
107,page 17,click (2411 716),202D-4,202D-4 Elephant & Castle to Queen's Park,08:14:00,00:31:00
108,page 17,click (2411 785),223-7,223-7 Queen's Park to Elephant & Castle,08:15:00,00:30:00
109,page 17,click (2411 854),243-3,243-3 Elephant & Castle - Harrow & Wealdstone,08:17:00,00:53:00
110,page 17,click (2411 923),207-3,207-3 Harrow & Wealdstone to Elephant & Castle,08:19:00,00:53:00
111,page 18,click (2411 578),236-3,236-3 Elephant & Castle to Queen's Park,08:19:00,00:31:00
112,page 18,click (2411 647),231-6,231-6 Queen's Park to Elephant & Castle,08:20:00,00:30:00
113,page 18,click (2411 716),226D-5,226D-5 Elephant & Castle to Queen's Park,08:22:00,00:31:00
114,page 18,click (2411 785),235-4,235-4 Stonebridge Park - Elephant & Castle,08:22:00,00:42:00
115,page 18,click (2411 854),213-2,213-2 Elephant & Castle - Stonebridge Park,08:25:00,00:44:00
116,page 18,click (2411 923),227-4,227-4 Harrow & Wealdstone to Elephant & Castle,08:25:00,00:53:00
117,page 19,click (2411 509),227-4,227-4 Harrow & Wealdstone to Elephant & Castle,08:25:00,00:52:00
118,page 19,click (2411 578),206D-5,206D-5 Queen's Park to Elephant & Castle,08:25:00,00:30:00
119,page 19,click (2411 647),224D-5,224D-5 Elephant & Castle to Queen's Park,08:28:00,00:31:00
120,page 19,click (2411 716),240-4,240-4 Queen's Park to Elephant & Castle,08:28:00,00:30:00
121,page 19,click (2411 785),210-4,210-4 Elephant & Castle - Harrow & Wealdstone,08:30:00,00:54:00
122,page 19,click (2411 854),221D-6,221D-6 Elephant & Castle to Queen's Park,08:33:00,00:31:00
123,page 20,click (2411 509),211-4,211-4 Elephant & Castle to Queen's Park,08:36:00,00:31:00
124,page 20,click (2411 578),233-6,233-6 Queen's Park to Elephant & Castle,08:36:00,00:30:00
125,page 20,click (2411 647),201D-7,201D-7 Harrow & Wealdstone to Elephant & Castle,08:38:00,00:53:00
126,page 20,click (2411 716),212-3,212-3 Stonebridge Park - Elephant & Castle,08:39:00,00:44:00
127,page 20,click (2411 785),222-5,222-5 Elephant & Castle - Stonebridge Park,08:39:00,00:43:00
128,page 20,click (2411 854),234-6,234-6 Queen's Park to Elephant & Castle,08:39:00,00:30:00
129,page 21,click (2411 509),245-6,245-6 Elephant & Castle to Queen's Park,08:41:00,00:31:00
130,page 21,click (2411 578),203-4,203-4 Elephant & Castle - Stonebridge Park,08:44:00,00:43:00
131,page 21,click (2411 647),225-7,225-7 Queen's Park to Elephant & Castle,08:45:00,00:30:00
132,page 21,click (2411 716),223-8,223-8 Elephant & Castle to Queen's Park,08:47:00,00:31:00
133,page 21,click (2411 785),237D-4,237D-4 Harrow & Wealdstone to Elephant & Castle,08:49:00,00:53:00
134,page 21,click (2411 854),242D-3,242D-3 Elephant & Castle - Harrow & Wealdstone,08:49:00,00:53:00
135,page 22,click (2411 509),202D-5,202D-5 Queen's Park to Elephant & Castle,08:50:00,00:31:00
136,page 22,click (2411 578),241-4,241-4 Stonebridge Park - Elephant & Castle,08:52:00,00:44:00
137,page 22,click (2411 647),231-7,231-7 Elephant & Castle to Queen's Park,08:52:00,00:32:00
138,page 22,click (2411 716),236-4,236-4 Queen's Park to Elephant & Castle,08:55:00,00:30:00
139,page 22,click (2411 785),214-2,214-2 Elephant & Castle - Stonebridge Park,08:55:00,00:43:00
140,page 22,click (2411 854),206D-6,206D-6 Elephant & Castle to Queen's Park,08:58:00,00:31:00
141,page 23,click (2411 509),226D-6,226D-6 Queen's Park to Elephant & Castle,08:58:00,00:30:00
142,page 23,click (2411 578),240-5,240-5 Elephant & Castle - Harrow & Wealdstone,09:00:00,00:54:00
143,page 23,click (2411 647),205-4,205-4 Elephant & Castle to Queen's Park,09:03:00,00:30:00
144,page 23,click (2411 716),224D-6,224D-6 Queen's Park to Elephant & Castle,09:03:00,00:30:00
145,page 23,click (2411 785),204-5,204-5 Harrow & Wealdstone to Elephant & Castle,09:04:00,00:52:00
146,page 23,click (2411 854),232-8,232-8 Stonebridge Park - Elephant & Castle,09:04:00,00:43:00
147,page 24,click (2411 509),235-5,235-5 Elephant & Castle - Stonebridge Park,09:05:00,00:46:00
148,page 24,click (2411 578),221D-7,221D-7 Queen's Park to Elephant & Castle,09:08:00,00:30:00
149,page 24,click (2411 647),233-7,233-7 Elephant & Castle to Queen's Park,09:08:00,00:31:00
150,page 24,click (2411 716),234-7,234-7 Elephant & Castle - Stonebridge Park,09:11:00,00:42:00
151,page 24,click (2411 785),207-4,207-4 Elephant & Castle - Harrow & Wealdstone,09:14:00,00:55:00
152,page 24,click (2411 854),211-5,211-5 Queen's Park to Elephant & Castle,09:14:00,00:30:00
153,page 25,click (2411 509),225-8,225-8 Elephant & Castle to Queen's Park,09:17:00,00:30:00
154,page 25,click (2411 578),243-4,243-4 Harrow & Wealdstone to Elephant & Castle,09:19:00,00:52:00
155,page 25,click (2411 647),227-5,227-5 Elephant & Castle - Stonebridge Park,09:19:00,00:47:00
156,page 25,click (2411 716),245-7,245-7 Queen's Park to Elephant & Castle,09:21:00,00:30:00
157,page 25,click (2411 785),213-3,213-3 Stonebridge Park - Elephant & Castle,09:21:00,00:42:00
158,page 25,click (2411 854),202D-6,202D-6 Elephant & Castle to Queen's Park,09:22:00,00:30:00
159,page 26,click (2411 509),223-9,223-9 Queen's Park to Elephant & Castle,09:24:00,00:30:00
160,page 26,click (2411 578),212-4,212-4 Elephant & Castle to Queen's Park,09:25:00,00:31:00
161,page 26,click (2411 647),236-5,236-5 Elephant & Castle - Stonebridge Park,09:27:00,00:41:00
162,page 26,click (2411 716),231-8,231-8 Queen's Park to Elephant & Castle,09:30:00,00:31:00
163,page 26,click (2411 785),226D-7,226D-7 Elephant & Castle - Harrow & Wealdstone,09:31:00,00:54:00
164,page 26,click (2411 854),201D-8,201D-8 Elephant & Castle to Queen's Park,09:32:00,00:31:00
165,page 27,click (2411 509),210-5,210-5 Harrow & Wealdstone to Elephant & Castle,09:34:00,00:52:00
166,page 27,click (2411 578),224-7,224-7 Elephant & Castle - Stonebridge Park,09:35:00,00:46:00
167,page 27,click (2411 647),222-6,222-6 Stonebridge Park - Elephant & Castle,09:35:00,00:44:00
168,page 27,click (2411 716),206D-7,206D-7 Queen's Park to Elephant & Castle,09:36:00,00:31:00
169,page 27,click (2411 785),241-5,241-5 Elephant & Castle to Queen's Park,09:38:00,00:31:00
170,page 27,click (2411 854),205-5,205-5 Queen's Park to Waterloo,09:39:00,00:30:00
171,page 28,click (2411 509),221D-8,221D-8 Elephant & Castle - Stonebridge Park,09:41:00,00:45:00
172,page 28,click (2411 578),237D-5,237D-5 Elephant & Castle - Harrow & Wealdstone,09:44:00,00:55:00
173,page 28,click (2411 647),233-8,233-8 Queen's Park to Elephant & Castle,09:45:00,00:30:00
174,page 28,click (2411 716),211-6,211-6 Elephant & Castle - Stonebridge Park,09:47:00,00:49:00
175,page 28,click (2411 785),242D-4,242D-4 Harrow & Wealdstone to Elephant & Castle,09:49:00,00:52:00
176,page 28,click (2411 854),214-3,214-3 Stonebridge Park - Elephant & Castle,09:50:00,00:43:00
177,page 29,click (2411 509),232-9,232-9 Elephant & Castle to Queen's Park,09:50:00,00:30:00
178,page 29,click (2411 578),225-9,225-9 Queen's Park to Elephant & Castle,09:53:00,00:29:00
179,page 29,click (2411 647),245-8,245-8 Elephant & Castle to Queen's Park,09:53:00,00:32:00
180,page 29,click (2411 716),223-10,223-10 Elephant & Castle - Stonebridge Park,09:57:00,00:42:00
181,page 29,click (2411 785),204-6,204-6 Elephant & Castle - Harrow & Wealdstone,10:00:00,00:54:00
182,page 29,click (2411 854),202D-7,202D-7 Queen's Park to Elephant & Castle,10:00:00,00:30:00
183,page 30,click (2411 509),240-6,240-6 Harrow & Wealdstone to Elephant & Castle,10:04:00,00:52:00
184,page 30,click (2411 578),231-9,231-9 Elephant & Castle - Stonebridge Park,10:04:00,00:47:00
185,page 30,click (2411 647),212-5,212-5 Queen's Park to Elephant & Castle,10:05:00,00:32:00
186,page 30,click (2411 716),234-8,234-8 Stonebridge Park - Elephant & Castle,10:05:00,00:43:00
187,page 30,click (2411 785),213-4,213-4 Elephant & Castle to Queen's Park,10:08:00,00:30:00
188,page 30,click (2411 854),206D-8,206D-8 Elephant & Castle - Stonebridge Park,10:12:00,00:43:00
189,page 31,click (2411 509),201D-9,201D-9 Queen's Park to Elephant & Castle,10:15:00,00:30:00
190,page 31,click (2411 578),243-5,243-5 Elephant & Castle to Queen's Park,10:15:00,00:30:00
191,page 31,click (2411 647),207-5,207-5 Harrow & Wealdstone to Elephant & Castle,10:19:00,00:52:00
192,page 31,click (2411 716),233-9,233-9 Elephant & Castle - Harrow & Wealdstone,10:19:00,00:53:00
193,page 31,click (2411 785),236-6,236-6 Stonebridge Park - Elephant & Castle,10:20:00,00:43:00
194,page 31,click (2411 854),241-6,241-6 Queen's Park to Elephant & Castle,10:22:00,00:30:00
195,page 32,click (2411 509),222-7,222-7 Elephant & Castle to Queen's Park,10:23:00,00:30:00
196,page 32,click (2411 578),225-10,225-10 Elephant & Castle - Stonebridge Park,10:27:00,00:45:00
197,page 32,click (2411 647),232-10,232-10 Queen's Park to Elephant & Castle,10:30:00,00:30:00
198,page 32,click (2411 716),210-6,210-6 Elephant & Castle to Queen's Park,10:30:00,00:30:00
199,page 32,click (2411 785),221D-9,221D-9 Stonebridge Park - Elephant & Castle,10:34:00,00:44:00
200,page 32,click (2411 854),226D-8,226D-8 Harrow & Wealdstone to Elephant & Castle,10:34:00,00:52:00
201,page 33,click (2411 509),202D-8,202D-8 Elephant & Castle - Harrow & Wealdstone,10:34:00,00:53:00
202,page 33,click (2411 578),245-9,245-9 Queen's Park to Elephant & Castle,10:38:00,00:29:00
203,page 33,click (2411 647),214-4,214-4 Elephant & Castle to Queen's Park,10:38:00,00:30:00
204,page 33,click (2411 716),212-6,212-6 Elephant & Castle - Stonebridge Park,10:42:00,00:45:00
205,page 33,click (2411 785),242D-5,242D-5 Elephant & Castle to Queen's Park,10:45:00,00:30:00
206,page 33,click (2411 854),213-5,213-5 Queen's Park to Elephant & Castle,10:45:00,00:30:00
207,page 34,click (2411 509),201D-10,201D-10 Elephant & Castle - Harrow & Wealdstone,10:49:00,00:53:00
208,page 34,click (2411 578),237D-6,237D-6 Harrow & Wealdstone to Elephant & Castle,10:49:00,00:52:00
209,page 34,click (2411 647),223-11,223-11 Stonebridge Park - Elephant & Castle,10:51:00,00:42:00
210,page 34,click (2411 716),243-6,243-6 Queen's Park to Elephant & Castle,10:53:00,00:29:00
211,page 34,click (2411 785),234-9,234-9 Elephant & Castle to Queen's Park,10:53:00,00:30:00
212,page 34,click (2411 854),241-7,241-7 Elephant & Castle - Stonebridge Park,10:57:00,00:45:00
213,page 35,click (2411 509),745-1,745-1 Stonebridge Park Depot - London Road Depot,11:00:00,00:43:00
214,page 35,click (2411 578),240-7,240-7 Elephant & Castle to Queen's Park,11:00:00,00:30:00
215,page 35,click (2411 647),222-8,222-8 Queen's Park to Elephant & Castle,11:00:00,00:30:00
216,page 35,click (2411 716),204-7,204-7 Harrow & Wealdstone to Elephant & Castle,11:04:00,00:52:00
217,page 35,click (2411 785),232-11,232-11 Elephant & Castle - Harrow & Wealdstone,11:04:00,00:53:00
218,page 35,click (2411 854),2060-9,2060-9 Stonebridge Park - Elephant & Castle,11:06:00,00:42:00
219,page 36,click (2411 578),210-7,210-7 Queen's Park to Elephant & Castle,11:08:00,00:29:00
220,page 36,click (2411 647),236-7,236-7 Elephant & Castle to Queen's Park,11:08:00,00:30:00
221,page 36,click (2411 716),245-10,245-10 Elephant & Castle - Stonebridge Park,11:12:00,00:45:00
222,page 36,click (2411 785),207-6,207-6 Elephant & Castle to Queen's Park,11:15:00,00:30:00
223,page 36,click (2411 854),214-5,214-5 Queen's Park to Elephant & Castle,11:15:00,00:30:00
224,page 36,click (2411 923),225-11,225-11 Stonebridge Park - Elephant & Castle,11:19:00,00:44:00
225,page 37,click (2411 578),233-10,233-10 Harrow & Wealdstone to Elephant & Castle,11:19:00,00:52:00
226,page 37,click (2411 647),213-6,213-6 Elephant & Castle - Harrow & Wealdstone,11:19:00,00:53:00
227,page 37,click (2411 716),242D-6,242D-6 Queen's Park to Elephant & Castle,11:23:00,00:29:00
228,page 37,click (2411 785),221D-10,221D-10 Elephant & Castle to Queen's Park,11:23:00,00:30:00
229,page 37,click (2411 854),243-7,243-7 Elephant & Castle - Stonebridge Park,11:27:00,00:45:00
230,page 37,click (2411 923),234-10,234-10 Queen's Park to Elephant & Castle,11:30:00,00:30:00
231,page 38,click (2411 578),226D-9,226D-9 Elephant & Castle to Queen's Park,11:30:00,00:30:00
232,page 38,click (2411 647),212-7,212-7 Stonebridge Park - Elephant & Castle,11:34:00,00:44:00
233,page 38,click (2411 716),2020-9,2020-9 Harrow & Wealdstone to Elephant & Castle,11:34:00,00:52:00
234,page 38,click (2411 785),222-9,222-9 Elephant & Castle - Harrow & Wealdstone,11:34:00,00:53:00
235,page 38,click (2411 854),240-8,240-8 Queen's Park to Elephant & Castle,11:38:00,00:29:00
236,page 39,click (2411 509),223-12,223-12 Elephant & Castle to Queen's Park,11:38:00,00:30:00
237,page 39,click (2411 578),210-8,210-8 Elephant & Castle - Stonebridge Park,11:42:00,00:45:00
238,page 39,click (2411 647),237D-7,237D-7 Elephant & Castle to Queen's Park,11:45:00,00:30:00
239,page 39,click (2411 716),236-8,236-8 Queen's Park to Elephant & Castle,11:45:00,00:30:00
240,page 39,click (2411 785),201D-11,201D-11 Harrow & Wealdstone to Elephant & Castle,11:49:00,00:52:00
241,page 39,click (2411 854),241-8,241-8 Stonebridge Park - Elephant & Castle,11:49:00,00:44:00
242,page 39,click (2411 923),214-8,214-8 Elephant & Castle - Harrow & Wealdstone,11:49:00,00:53:00
243,page 40,click (2411 578),207-7,207-7 Queen's Park to Elephant & Castle,11:53:00,00:29:00
244,page 40,click (2411 647),206D-10,206D-10 Elephant & Castle to Queen's Park,11:53:00,00:30:00
245,page 40,click (2411 716),242D-7,242D-7 Elephant & Castle - Stonebridge Park,11:57:00,00:43:00
246,page 40,click (2411 785),204-8,204-8 Elephant & Castle to Queen's Park,12:00:00,00:30:00
247,page 40,click (2411 854),221D-11,221D-11 Queen's Park to Elephant & Castle,12:00:00,00:30:00
248,page 40,click (2411 923),245-11,245-11 Stonebridge Park - Elephant & Castle,12:04:00,00:44:00
249,page 41,click (2411 578),232-12,232-12 Harrow & Wealdstone to Elephant & Castle,12:04:00,00:52:00
250,page 41,click (2411 647),234-11,234-11 Elephant & Castle - Harrow & Wealdstone,12:04:00,00:53:00
251,page 41,click (2411 716),225-12,225-12 Elephant & Castle to Queen's Park,12:08:00,00:30:00
252,page 41,click (2411 785),226D-10,226D-10 Queen's Park to Elephant & Castle,12:08:00,00:29:00
253,page 41,click (2411 854),240-9,240-9 Elephant & Castle - Stonebridge Park,12:12:00,00:43:00
254,page 42,click (2411 509),223-13,223-13 Queen's Park to Elephant & Castle,12:15:00,00:30:00
255,page 42,click (2411 578),233-11,233-11 Elephant & Castle to Queen's Park,12:15:00,00:30:00
256,page 42,click (2411 647),243-8,243-8 Stonebridge Park - Elephant & Castle,12:19:00,00:44:00
257,page 42,click (2411 716),213-7,213-7 Harrow & Wealdstone to Elephant & Castle,12:19:00,00:52:00
258,page 42,click (2411 785),236-9,236-9 Elephant & Castle - Harrow & Wealdstone,12:19:00,00:53:00
259,page 42,click (2411 854),212-8,212-8 Elephant & Castle to Queen's Park,12:23:00,00:30:00
260,page 43,click (2411 509),237D-8,237D-8 Queen's Park to Elephant & Castle,12:23:00,00:29:00
261,page 43,click (2411 578),207-8,207-8 Elephant & Castle - Stonebridge Park,12:27:00,00:43:00
262,page 43,click (2411 647),202D-10,202D-10 Elephant & Castle to Queen's Park,12:30:00,00:30:00
263,page 43,click (2411 716),206D-11,206D-11 Queen's Park to Elephant & Castle,12:30:00,00:30:00
264,page 43,click (2411 785),210-9,210-9 Stonebridge Park - Elephant & Castle,12:34:00,00:44:00
265,page 43,click (2411 854),222-10,222-10 Harrow & Wealdstone to Elephant & Castle,12:34:00,00:52:00
266,page 44,click (2411 509),221D-12,221D-12 Elephant & Castle - Harrow & Wealdstone,12:34:00,00:53:00
267,page 44,click (2411 578),204-9,204-9 Queen's Park to Elephant & Castle,12:38:00,00:29:00
268,page 44,click (2411 647),241-9,241-9 Elephant & Castle to Queen's Park,12:38:00,00:30:00
269,page 44,click (2411 716),745-2,745-2 London Road Depot - Stonebridge Park Depot,12:42:00,00:46:00
270,page 44,click (2411 785),226D-11,226D-11 Elephant & Castle - Stonebridge Park,12:42:00,00:42:00
271,page 44,click (2411 854),201D-12,201D-12 Elephant & Castle to Queen's Park,12:45:00,00:31:00
272,page 45,click (2411 509),225-13,225-13 Queen's Park to Elephant & Castle,12:45:00,00:30:00
