number,page,click,service_id,service_name,time,duration
118,page 19,click (2411 578),,Queen's Park to Elephant & Castle,08:25:00,00:30:00
119,page 19,click (2411 647),,Elephant & Castle to Queen's Park,08:28:00,00:31:00
120,page 19,click (2411 716),,Queen's Park to Elephant & Castle,08:28:00,00:30:00
121,page 19,click (2411 785),,Elephant & Castle - Harrow & Wealdstone,08:30:00,00:54:00
122,page 19,click (2411 854),,Elephant & Castle to Queen's Park,08:33:00,00:31:00
123,page 20,click (2411 509),,Elephant & Castle to Queen's Park,08:36:00,00:31:00
124,page 20,click (2411 578),,Queen's Park to Elephant & Castle,08:36:00,00:30:00
125,page 20,click (2411 647),,Harrow & Wealdstone to Elephant & Castle,08:38:00,00:53:00
126,page 20,click (2411 716),,Stonebridge Park - Elephant & Castle,08:39:00,00:44:00
127,page 20,click (2411 785),,Elephant & Castle - Stonebridge Park,08:39:00,00:43:00
128,page 20,click (2411 854),,Queen's Park to Elephant & Castle,08:39:00,00:30:00
129,page 21,click (2411 509),,Elephant & Castle to Queen's Park,08:41:00,00:31:00
130,page 21,click (2411 578),,Elephant & Castle - Stonebridge Park,08:44:00,00:43:00
131,page 21,click (2411 647),,Queen's Park to Elephant & Castle,08:45:00,00:30:00
132,page 21,click (2411 716),,Elephant & Castle to Queen's Park,08:47:00,00:31:00
133,page 21,click (2411 785),,Harrow & Wealdstone to Elephant & Castle,08:49:00,00:53:00
134,page 21,click (2411 854),,Elephant & Castle - Harrow & Wealdstone,08:49:00,00:53:00
135,page 22,click (2411 509),,Queen's Park to Elephant & Castle,08:50:00,00:31:00
136,page 22,click (2411 578),,Stonebridge Park - Elephant & Castle,08:52:00,00:44:00
137,page 22,click (2411 647),,Elephant & Castle to Queen's Park,08:52:00,00:32:00
138,page 22,click (2411 716),,Queen's Park to Elephant & Castle,08:55:00,00:30:00
139,page 22,click (2411 785),,Elephant & Castle - Stonebridge Park,08:55:00,00:43:00
140,page 22,click (2411 854),,Elephant & Castle to Queen's Park,08:58:00,00:31:00
141,page 23,click (2411 509),,Queen's Park to Elephant & Castle,08:58:00,00:30:00
142,page 23,click (2411 578),,Elephant & Castle - Harrow & Wealdstone,09:00:00,00:54:00
143,page 23,click (2411 647),,Elephant & Castle to Queen's Park,09:03:00,00:30:00
144,page 23,click (2411 716),,Queen's Park to Elephant & Castle,09:03:00,00:30:00
145,page 23,click (2411 785),,Harrow & Wealdstone to Elephant & Castle,09:04:00,00:52:00
146,page 23,click (2411 854),,Stonebridge Park - Elephant & Castle,09:04:00,00:43:00
147,page 24,click (2411 509),,Elephant & Castle - Stonebridge Park,09:05:00,00:46:00
148,page 24,click (2411 578),,Queen's Park to Elephant & Castle,09:08:00,00:30:00
149,page 24,click (2411 647),,Elephant & Castle to Queen's Park,09:08:00,00:31:00
150,page 24,click (2411 716),,Elephant & Castle - Stonebridge Park,09:11:00,00:42:00
151,page 24,click (2411 785),,Elephant & Castle - Harrow & Wealdstone,09:14:00,00:55:00
152,page 24,click (2411 854),,Queen's Park to Elephant & Castle,09:14:00,00:30:00
153,page 25,click (2411 509),,Elephant & Castle to Queen's Park,09:17:00,00:30:00
154,page 25,click (2411 578),,Harrow & Wealdstone to Elephant & Castle,09:19:00,00:52:00
155,page 25,click (2411 647),,Elephant & Castle - Stonebridge Park,09:19:00,00:47:00
156,page 25,click (2411 716),,Queen's Park to Elephant & Castle,09:21:00,00:30:00
157,page 25,click (2411 785),,Stonebridge Park - Elephant & Castle,09:21:00,00:42:00
158,page 25,click (2411 854),,Elephant & Castle to Queen's Park,09:22:00,00:30:00
159,page 26,click (2411 509),,Queen's Park to Elephant & Castle,09:24:00,00:30:00
160,page 26,click (2411 578),,Elephant & Castle to Queen's Park,09:25:00,00:31:00
161,page 26,click (2411 647),,Elephant & Castle - Stonebridge Park,09:27:00,00:41:00
162,page 26,click (2411 716),,Queen's Park to Elephant & Castle,09:30:00,00:31:00
163,page 26,click (2411 785),,Elephant & Castle - Harrow & Wealdstone,09:31:00,00:54:00
164,page 26,click (2411 854),,Elephant & Castle to Queen's Park,09:32:00,00:31:00
165,page 27,click (2411 509),,Harrow & Wealdstone to Elephant & Castle,09:34:00,00:52:00
166,page 27,click (2411 578),,Elephant & Castle - Stonebridge Park,09:35:00,00:46:00
167,page 27,click (2411 647),,Stonebridge Park - Elephant & Castle,09:35:00,00:44:00
168,page 27,click (2411 716),,Queen's Park to Elephant & Castle,09:36:00,00:31:00
169,page 27,click (2411 785),,Elephant & Castle to Queen's Park,09:38:00,00:31:00
170,page 27,click (2411 854),,Queen's Park to Waterloo,09:39:00,00:30:00
171,page 28,click (2411 509),,Elephant & Castle - Stonebridge Park,09:41:00,00:45:00
172,page 28,click (2411 578),,Elephant & Castle - Harrow & Wealdstone,09:44:00,00:55:00
173,page 28,click (2411 647),,Queen's Park to Elephant & Castle,09:45:00,00:30:00
174,page 28,click (2411 716),,Elephant & Castle - Stonebridge Park,09:47:00,00:49:00
175,page 28,click (2411 785),,Harrow & Wealdstone to Elephant & Castle,09:49:00,00:52:00
176,page 28,click (2411 854),,Stonebridge Park - Elephant & Castle,09:50:00,00:43:00
177,page 29,click (2411 509),,Elephant & Castle to Queen's Park,09:50:00,00:30:00
178,page 29,click (2411 578),,Queen's Park to Elephant & Castle,09:53:00,00:29:00
179,page 29,click (2411 647),,Elephant & Castle to Queen's Park,09:53:00,00:32:00
180,page 29,click (2411 716),,Elephant & Castle - Stonebridge Park,09:57:00,00:42:00
181,page 29,click (2411 785),,Elephant & Castle - Harrow & Wealdstone,10:00:00,00:54:00
182,page 29,click (2411 854),,Queen's Park to Elephant & Castle,10:00:00,00:30:00
183,page 30,click (2411 509),,Harrow & Wealdstone to Elephant & Castle,10:04:00,00:52:00
184,page 30,click (2411 578),,Elephant & Castle - Stonebridge Park,10:04:00,00:47:00
185,page 30,click (2411 647),,Queen's Park to Elephant & Castle,10:05:00,00:32:00
186,page 30,click (2411 716),,Stonebridge Park - Elephant & Castle,10:05:00,00:43:00
187,page 30,click (2411 785),,Elephant & Castle to Queen's Park,10:08:00,00:30:00
188,page 30,click (2411 854),,Elephant & Castle - Stonebridge Park,10:12:00,00:43:00
189,page 31,click (2411 509),,Queen's Park to Elephant & Castle,10:15:00,00:30:00
190,page 31,click (2411 578),,Elephant & Castle to Queen's Park,10:15:00,00:30:00
191,page 31,click (2411 647),,Harrow & Wealdstone to Elephant & Castle,10:19:00,00:52:00
192,page 31,click (2411 716),,Elephant & Castle - Harrow & Wealdstone,10:19:00,00:53:00
193,page 31,click (2411 785),,Stonebridge Park - Elephant & Castle,10:20:00,00:43:00
194,page 31,click (2411 854),,Queen's Park to Elephant & Castle,10:22:00,00:30:00
195,page 32,click (2411 509),,Elephant & Castle to Queen's Park,10:23:00,00:30:00
196,page 32,click (2411 578),,Elephant & Castle - Stonebridge Park,10:27:00,00:45:00
197,page 32,click (2411 647),,Queen's Park to Elephant & Castle,10:30:00,00:30:00
198,page 32,click (2411 716),,Elephant & Castle to Queen's Park,10:30:00,00:30:00
199,page 32,click (2411 785),,Stonebridge Park - Elephant & Castle,10:34:00,00:44:00
200,page 32,click (2411 854),,Harrow & Wealdstone to Elephant & Castle,10:34:00,00:52:00
201,page 33,click (2411 509),,Elephant & Castle - Harrow & Wealdstone,10:34:00,00:53:00
202,page 33,click (2411 578),,Queen's Park to Elephant & Castle,10:38:00,00:29:00
203,page 33,click (2411 647),,Elephant & Castle to Queen's Park,10:38:00,00:30:00
204,page 33,click (2411 716),,Elephant & Castle - Stonebridge Park,10:42:00,00:45:00
205,page 33,click (2411 785),,Elephant & Castle to Queen's Park,10:45:00,00:30:00
206,page 33,click (2411 854),,Queen's Park to Elephant & Castle,10:45:00,00:30:00
207,page 34,click (2411 509),,Elephant & Castle - Harrow & Wealdstone,10:49:00,00:53:00
208,page 34,click (2411 578),,Harrow & Wealdstone to Elephant & Castle,10:49:00,00:52:00
209,page 34,click (2411 647),,Stonebridge Park - Elephant & Castle,10:51:00,00:42:00
210,page 34,click (2411 716),,Queen's Park to Elephant & Castle,10:53:00,00:29:00
211,page 34,click (2411 785),,Elephant & Castle to Queen's Park,10:53:00,00:30:00
212,page 34,click (2411 854),,Elephant & Castle - Stonebridge Park,10:57:00,00:45:00
213,page 35,click (2411 509),,Stonebridge Park Depot - London Road Depot,11:00:00,00:43:00
214,page 35,click (2411 578),,Elephant & Castle to Queen's Park,11:00:00,00:30:00
215,page 35,click (2411 647),,Queen's Park to Elephant & Castle,11:00:00,00:30:00
216,page 35,click (2411 716),,Harrow & Wealdstone to Elephant & Castle,11:04:00,00:52:00
217,page 35,click (2411 785),,Elephant & Castle - Harrow & Wealdstone,11:04:00,00:53:00
218,page 35,click (2411 854),,Stonebridge Park - Elephant & Castle,11:06:00,00:42:00
219,page 36,click (2411 578),,Queen's Park to Elephant & Castle,11:08:00,00:29:00
220,page 36,click (2411 647),,Elephant & Castle to Queen's Park,11:08:00,00:30:00
221,page 36,click (2411 716),,Elephant & Castle - Stonebridge Park,11:12:00,00:45:00
222,page 36,click (2411 785),,Elephant & Castle to Queen's Park,11:15:00,00:30:00
223,page 36,click (2411 854),,Queen's Park to Elephant & Castle,11:15:00,00:30:00
224,page 36,click (2411 923),,Stonebridge Park - Elephant & Castle,11:19:00,00:44:00
225,page 37,click (2411 578),,Harrow & Wealdstone to Elephant & Castle,11:19:00,00:52:00
226,page 37,click (2411 647),,Elephant & Castle - Harrow & Wealdstone,11:19:00,00:53:00
227,page 37,click (2411 716),,Queen's Park to Elephant & Castle,11:23:00,00:29:00
228,page 37,click (2411 785),,Elephant & Castle to Queen's Park,11:23:00,00:30:00
229,page 37,click (2411 854),,Elephant & Castle - Stonebridge Park,11:27:00,00:45:00
230,page 37,click (2411 923),,Queen's Park to Elephant & Castle,11:30:00,00:30:00
231,page 38,click (2411 578),,Elephant & Castle to Queen's Park,11:30:00,00:30:00
232,page 38,click (2411 647),,Stonebridge Park - Elephant & Castle,11:34:00,00:44:00
233,page 38,click (2411 716),,Harrow & Wealdstone to Elephant & Castle,11:34:00,00:52:00
234,page 38,click (2411 785),,Elephant & Castle - Harrow & Wealdstone,11:34:00,00:53:00
235,page 38,click (2411 854),,Queen's Park to Elephant & Castle,11:38:00,00:29:00
236,page 38,click (2411 923),,Elephant & Castle to Queen's Park,11:39:00,00:30:00
237,page 39,click (2411 509),,Elephant & Castle to Queen's Park,11:38:00,00:30:00
238,page 39,click (2411 578),,Elephant & Castle - Stonebridge Park,11:42:00,00:45:00
239,page 39,click (2411 647),,Elephant & Castle to Queen's Park,11:45:00,00:30:00
240,page 39,click (2411 716),,Queen's Park to Elephant & Castle,11:45:00,00:30:00
241,page 39,click (2411 785),,Harrow & Wealdstone to Elephant & Castle,11:49:00,00:52:00
242,page 39,click (2411 854),,Stonebridge Park - Elephant & Castle,11:49:00,00:44:00
243,page 39,click (2411 923),,Elephant & Castle - Harrow & Wealdstone,11:49:00,00:53:00
244,page 40,click (2411 578),,Queen's Park to Elephant & Castle,11:53:00,00:29:00
245,page 40,click (2411 647),,Elephant & Castle to Queen's Park,11:53:00,00:30:00
246,page 40,click (2411 716),,Elephant & Castle - Stonebridge Park,11:57:00,00:43:00
247,page 40,click (2411 785),,Elephant & Castle to Queen's Park,12:00:00,00:30:00
248,page 40,click (2411 854),,Queen's Park to Elephant & Castle,12:00:00,00:30:00
249,page 40,click (2411 923),,Stonebridge Park - Elephant & Castle,12:04:00,00:44:00
250,page 41,click (2411 578),,Harrow & Wealdstone to Elephant & Castle,12:04:00,00:52:00
251,page 41,click (2411 647),,Elephant & Castle - Harrow & Wealdstone,12:04:00,00:53:00
252,page 41,click (2411 716),,Elephant & Castle to Queen's Park,12:08:00,00:30:00
253,page 41,click (2411 785),,Queen's Park to Elephant & Castle,12:08:00,00:29:00
254,page 41,click (2411 854),,Elephant & Castle - Stonebridge Park,12:12:00,00:43:00
255,page 42,click (2411 509),,Queen's Park to Elephant & Castle,12:15:00,00:30:00
256,page 42,click (2411 578),,Elephant & Castle to Queen's Park,12:15:00,00:30:00
257,page 42,click (2411 647),,Stonebridge Park - Elephant & Castle,12:19:00,00:44:00
258,page 42,click (2411 716),,Harrow & Wealdstone to Elephant & Castle,12:19:00,00:52:00
259,page 42,click (2411 785),,Elephant & Castle - Harrow & Wealdstone,12:19:00,00:53:00
260,page 42,click (2411 854),,Elephant & Castle to Queen's Park,12:23:00,00:30:00
261,page 43,click (2411 509),,Queen's Park to Elephant & Castle,12:23:00,00:29:00
262,page 43,click (2411 578),,Elephant & Castle - Stonebridge Park,12:27:00,00:43:00
263,page 43,click (2411 647),,Elephant & Castle to Queen's Park,12:30:00,00:30:00
264,page 43,click (2411 716),,Queen's Park to Elephant & Castle,12:30:00,00:30:00
265,page 43,click (2411 785),,Stonebridge Park - Elephant & Castle,12:34:00,00:44:00
266,page 43,click (2411 854),,Harrow & Wealdstone to Elephant & Castle,12:34:00,00:52:00
267,page 44,click (2411 509),,Elephant & Castle - Harrow & Wealdstone,12:34:00,00:53:00
268,page 44,click (2411 578),,Queen's Park to Elephant & Castle,12:38:00,00:29:00
269,page 44,click (2411 647),,Elephant & Castle to Queen's Park,12:38:00,00:30:00
270,page 44,click (2411 716),,London Road Depot - Stonebridge Park Depot,12:42:00,00:46:00
271,page 44,click (2411 785),,Elephant & Castle - Stonebridge Park,12:42:00,00:42:00
272,page 44,click (2411 854),,Elephant & Castle to Queen's Park,12:45:00,00:31:00
273,page 45,click (2411 509),,Queen's Park to Elephant & Castle,12:45:00,00:30:00
274,page 45,click (2411 578),,Harrow & Wealdstone to Elephant & Castle,12:49:00,00:52:00
275,page 45,click (2411 647),,Elephant & Castle - Harrow & Wealdstone,12:49:00,00:53:00
276,page 45,click (2411 716),,Stonebridge Park - Elephant & Castle,12:50:00,00:43:00
277,page 45,click (2411 785),,Queen's Park to Elephant & Castle,12:53:00,00:29:00
278,page 45,click (2411 854),,Elephant & Castle to Queen's Park,12:53:00,00:30:00
279,page 46,click (2411 509),,Elephant & Castle - Stonebridge Park,12:57:00,00:43:00
280,page 46,click (2411 578),,Elephant & Castle to Queen's Park,13:00:00,00:30:00
281,page 46,click (2411 647),,Queen's Park to Elephant & Castle,13:00:00,00:30:00
282,page 46,click (2411 716),,Harrow & Wealdstone to Elephant & Castle,13:04:00,00:52:00
283,page 46,click (2411 785),,Elephant & Castle - Harrow & Wealdstone,13:04:00,00:53:00
284,page 46,click (2411 854),,Stonebridge Park - Elephant & Castle,13:06:00,00:42:00
285,page 47,click (2411 509),,Elephant & Castle to Queen's Park,13:08:00,00:30:00
286,page 47,click (2411 578),,Queen's Park to Elephant & Castle,13:08:00,00:29:00
287,page 47,click (2411 647),,Elephant & Castle - Stonebridge Park,13:12:00,00:45:00
288,page 47,click (2411 716),,Queen's Park to Elephant & Castle,13:15:00,00:30:00
289,page 47,click (2411 785),,Elephant & Castle to Queen's Park,13:15:00,00:30:00
290,page 47,click (2411 854),,Harrow & Wealdstone to Elephant & Castle,13:19:00,00:52:00
291,page 48,click (2411 509),,Elephant & Castle - Harrow & Wealdstone,13:19:00,00:53:00
292,page 48,click (2411 578),,Stonebridge Park - Elephant & Castle,13:20:00,00:43:00
293,page 48,click (2411 647),,Queen's Park to Elephant & Castle,13:23:00,00:29:00
294,page 48,click (2411 716),,Elephant & Castle to Queen's Park,13:23:00,00:30:00
295,page 48,click (2411 785),,Elephant & Castle - Stonebridge Park,13:27:00,00:45:00
296,page 48,click (2411 854),,Queen's Park to Elephant & Castle,13:30:00,00:30:00
297,page 49,click (2411 509),,Elephant & Castle to Queen's Park,13:30:00,00:30:00
298,page 49,click (2411 578),,Stonebridge Park - Elephant & Castle,13:34:00,00:44:00
299,page 49,click (2411 647),,Harrow & Wealdstone to Elephant & Castle,13:34:00,00:52:00
300,page 49,click (2411 716),,Elephant & Castle - Harrow & Wealdstone,13:34:00,00:53:00
301,page 49,click (2411 785),,Queen's Park to Elephant & Castle,13:38:00,00:29:00
302,page 49,click (2411 854),,Elephant & Castle to Queen's Park,13:38:00,00:30:00
303,page 50,click (2411 509),,Elephant & Castle - Stonebridge Park,13:42:00,00:45:00
304,page 50,click (2411 578),,Elephant & Castle to Queen's Park,13:45:00,00:30:00
305,page 50,click (2411 647),,Queen's Park to Elephant & Castle,13:45:00,00:30:00
306,page 50,click (2411 716),,Harrow & Wealdstone to Elephant & Castle,13:49:00,00:52:00
307,page 50,click (2411 785),,Elephant & Castle - Harrow & Wealdstone,13:49:00,00:53:00
308,page 50,click (2411 854),,Stonebridge Park - Elephant & Castle,13:50:00,00:43:00
309,page 51,click (2411 509),,Queen's Park to Elephant & Castle,13:53:00,00:29:00
310,page 51,click (2411 578),,Elephant & Castle to Queen's Park,13:53:00,00:30:00
311,page 51,click (2411 647),,Elephant & Castle - Stonebridge Park,13:57:00,00:45:00
312,page 51,click (2411 716),,Queen's Park to Elephant & Castle,14:00:00,00:30:00
313,page 51,click (2411 785),,Elephant & Castle to Queen's Park,14:00:00,00:30:00
314,page 51,click (2411 854),,Stonebridge Park - Elephant & Castle,14:04:00,00:44:00
315,page 52,click (2411 509),,Harrow & Wealdstone to Elephant & Castle,14:04:00,00:52:00
316,page 52,click (2411 578),,Elephant & Castle - Harrow & Wealdstone,14:04:00,00:53:00
317,page 52,click (2411 647),,Elephant & Castle to Queen's Park,14:08:00,00:30:00
318,page 52,click (2411 716),,Queen's Park to Elephant & Castle,14:08:00,00:29:00
319,page 52,click (2411 785),,Elephant & Castle - Stonebridge Park,14:12:00,00:45:00
